Timestamp local time,Store ID,Store name,DoorDash transaction ID,DoorDash order ID,POS order ID,Transaction type,Channel,Description,Subtotal,Tax (subtotal),Customer fees,Tax (customer fees),Total tips,Commission,Tax (commission),Merchant fees | (for historical reference only),Tax (merchant fees) | (for historical reference only),Error charges,Adjustments | (for historical reference only),Net total,Payout date,Payout ID,Merchant fees,Tax (merchant fees),Marketing fees & discounts | (including any applicable taxes),DoorDash marketing credit,Third-party contribution,Adjustments
2024-12-31 17:34:27.750514000,787703,Pizza Palace (Reisterstown),12114382440,2D5F0DE0,NULL,Order,Self-delivery,NULL,11.99,0.72,2.99,0.00,3.50,-1.80,0.00,0.00,0.00,0.00,0.00,17.40,2025-01-06,452183496,0.00,0.00,0.00,0.00,0.00,0.00
2024-12-31 18:31:18.816808000,787703,Pizza Palace (Reisterstown),12115034772,64C091CD,NULL,Fee,Self-delivery,Ad fee for order_id: 64C091CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.55,0.00,0.00,0.00,-8.55,2025-01-06,452183496,0.00,0.00,-8.55,0.00,0.00,0.00
2024-12-31 19:13:21.967576000,787703,Pizza Palace (Reisterstown),12115556754,9995CE63,NULL,Order,Self-delivery,NULL,24.63,1.48,0.00,0.00,6.00,-2.96,0.00,0.00,0.00,0.00,0.00,29.15,2025-01-06,452183496,0.00,0.00,0.00,0.00,0.00,0.00
2024-12-31 19:13:28.137166000,787703,Pizza Palace (Reisterstown),12115557964,64C091CD,NULL,Order,Self-delivery,NULL,22.69,1.19,0.00,0.00,3.50,-2.36,0.00,-3.99,0.00,0.00,0.00,21.03,2025-01-06,452183496,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-01 14:35:41.355207000,787703,Pizza Palace (Reisterstown),12121699274,448AD191,NULL,Order,Self-delivery,NULL,33.13,1.69,0.00,0.00,4.50,-3.38,0.00,-5.96,0.00,0.00,0.00,29.98,2025-01-06,452183496,0.00,0.00,-5.96,0.00,0.00,0.00
2025-01-01 16:38:02.251771000,787703,Pizza Palace (Reisterstown),12122867493,45E74979,NULL,Fee,Self-delivery,Ad fee for order_id: 45E74979,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.61,0.00,0.00,0.00,-7.61,2025-01-06,452183496,0.00,0.00,-7.61,0.00,0.00,0.00
2025-01-01 16:46:22.317243000,787703,Pizza Palace (Reisterstown),12122950624,45E74979,NULL,Order,Self-delivery,NULL,14.34,0.87,2.99,0.00,4.50,-2.15,0.00,0.00,0.00,0.00,0.00,20.55,2025-01-06,452183496,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-01 17:01:21.547685000,787703,Pizza Palace (Reisterstown),12123104051,812BB4CB,NULL,Fee,Self-delivery,Ad fee for order_id: 812BB4CB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,0.00,0.00,-3.00,2025-01-06,452183496,0.00,0.00,-3.00,0.00,0.00,0.00
2025-01-01 17:35:22.978281000,787703,Pizza Palace (Reisterstown),12123469740,812BB4CB,NULL,Order,Self-delivery,NULL,20.24,1.04,0.00,0.00,0.00,-1.03,0.00,-3.99,0.00,0.00,0.00,16.26,2025-01-06,452183496,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-01 17:54:47.598634000,787703,Pizza Palace (Reisterstown),12123689253,B5629F44,NULL,Order,Self-delivery,NULL,47.47,2.49,0.00,0.00,5.00,-4.98,0.00,-6.99,0.00,0.00,0.00,42.99,2025-01-06,452183496,0.00,0.00,-6.99,0.00,0.00,0.00
2025-01-01 18:23:07.265040000,787703,Pizza Palace (Reisterstown),12124028019,9045CA74,NULL,Order,Self-delivery,NULL,23.98,1.26,0.00,0.00,4.00,-2.52,0.00,-3.99,0.00,0.00,0.00,22.73,2025-01-06,452183496,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-01 18:36:28.980628000,787703,Pizza Palace (Reisterstown),12124197340,8CBFE702,NULL,Fee,Self-delivery,Ad fee for order_id: 8CBFE702,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,0.00,0.00,-3.00,2025-01-06,452183496,0.00,0.00,-3.00,0.00,0.00,0.00
2025-01-01 18:51:46.532779000,787703,Pizza Palace (Reisterstown),12124387457,8CBFE702,NULL,Order,Self-delivery,NULL,23.98,1.26,2.99,0.00,3.00,-3.15,0.00,-3.99,0.00,0.00,0.00,24.09,2025-01-06,452183496,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-01 18:51:48.844440000,787703,Pizza Palace (Reisterstown),12124387897,A2F168FC,NULL,Order,Self-delivery,NULL,39.58,2.02,0.00,0.00,5.00,-4.04,0.00,-6.93,0.00,0.00,0.00,35.63,2025-01-06,452183496,0.00,0.00,-6.93,0.00,0.00,0.00
2025-01-01 18:51:51.193063000,787703,Pizza Palace (Reisterstown),12124388410,98E593BA,NULL,Order,Self-delivery,NULL,29.73,1.61,2.99,0.00,5.00,-4.01,0.00,-3.99,0.00,0.00,0.00,31.33,2025-01-06,452183496,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-01 19:31:38.978874000,787703,Pizza Palace (Reisterstown),12124898977,79218C36,NULL,Fee,Self-delivery,Ad fee for order_id: 79218C36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.01,0.00,0.00,0.00,-6.01,2025-01-06,452183496,0.00,0.00,-6.01,0.00,0.00,0.00
2025-01-01 19:37:09.511151000,787703,Pizza Palace (Reisterstown),12124970684,8CBFE702,NULL,Fee,Self-delivery,Ad fee for order_id: 8CBFE702,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,2025-01-06,452183496,0.00,0.00,3.00,0.00,0.00,0.00
2025-01-01 19:56:46.887822000,787703,Pizza Palace (Reisterstown),12125216175,79218C36,NULL,Order,Self-delivery,NULL,31.97,1.64,2.99,0.00,7.50,-4.08,0.00,-5.79,0.00,0.00,0.00,34.23,2025-01-06,452183496,0.00,0.00,-5.79,0.00,0.00,0.00
2025-01-01 20:53:03.969108000,787703,Pizza Palace (Reisterstown),12125909615,BB090412,NULL,Order,Self-delivery,NULL,27.48,1.47,0.00,0.00,0.00,-1.47,0.00,-3.99,0.00,0.00,0.00,23.49,2025-01-06,452183496,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-01 22:05:04.031474000,787703,Pizza Palace (Reisterstown),12126671071,B318D0DC,NULL,Order,Self-delivery,NULL,44.67,2.69,2.99,0.00,6.50,-6.70,0.00,0.00,0.00,0.00,0.00,50.15,2025-01-06,452183496,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-01 22:32:35.181690000,787703,Pizza Palace (Reisterstown),12126917952,BFBF2A70,NULL,Order,Self-delivery,NULL,13.29,0.80,0.00,0.00,0.00,-1.59,0.00,0.00,0.00,0.00,0.00,12.50,2025-01-06,452183496,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-01 22:33:03.823656000,787703,Pizza Palace (Reisterstown),12126923238,C35E5959,NULL,Order,Self-delivery,NULL,34.97,2.10,0.00,0.00,3.49,0.00,0.00,-1.48,0.00,0.00,0.00,39.08,2025-01-06,452183496,-1.48,0.00,0.00,0.00,0.00,0.00
2025-01-01 22:33:18.684817000,787703,Pizza Palace (Reisterstown),12126926156,BC1E126F,NULL,Order,Self-delivery,NULL,51.47,2.73,2.99,0.00,5.00,-6.82,0.00,-6.99,0.00,0.00,0.00,48.38,2025-01-06,452183496,0.00,0.00,-6.99,0.00,0.00,0.00
2025-01-02 14:07:06.337595000,787703,Pizza Palace (Reisterstown),12130569219,4AA8EAF0,NULL,Order,Self-delivery,NULL,12.99,0.78,0.00,0.00,4.00,-1.56,0.00,0.00,0.00,0.00,0.00,16.21,2025-01-06,452183496,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-02 20:39:11.129200000,787703,Pizza Palace (Reisterstown),12134675056,5CE1DBDE,NULL,Order,Self-delivery,NULL,89.65,5.38,0.00,0.00,9.00,-10.76,0.00,0.00,0.00,0.00,0.00,93.27,2025-01-06,452183496,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-03 13:03:20.558750000,787703,Pizza Palace (Reisterstown),12139127218,745E01AB,NULL,Order,Self-delivery,NULL,21.49,1.11,0.00,0.00,1.00,-2.22,0.00,-3.99,0.00,0.00,0.00,17.39,2025-01-07,452382046,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-03 18:49:27.629782000,787703,Pizza Palace (Reisterstown),12142696512,8BDADB4E,NULL,Fee,Self-delivery,Ad fee for order_id: 8BDADB4E,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.48,0.00,0.00,0.00,-8.48,2025-01-07,452382046,0.00,0.00,-8.48,0.00,0.00,0.00
2025-01-03 19:03:51.258727000,787703,Pizza Palace (Reisterstown),12142906233,8BDADB4E,NULL,Order,Self-delivery,NULL,15.99,0.82,0.00,0.00,3.00,-1.63,0.00,-3.39,0.00,0.00,0.00,14.79,2025-01-07,452382046,0.00,0.00,-3.39,0.00,0.00,0.00
2025-01-03 19:11:48.192900000,787703,Pizza Palace (Reisterstown),12143020963,CC26FBEA,NULL,Fee,Self-delivery,Ad fee for order_id: CC26FBEA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.45,0.00,0.00,0.00,-7.45,2025-01-07,452382046,0.00,0.00,-7.45,0.00,0.00,0.00
2025-01-03 19:25:45.278624000,787703,Pizza Palace (Reisterstown),12143220683,CC26FBEA,NULL,Order,Self-delivery,NULL,11.99,0.72,2.99,0.00,4.50,-1.80,0.00,0.00,0.00,0.00,0.00,18.40,2025-01-07,452382046,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-03 21:26:33.317959000,787703,Pizza Palace (Reisterstown),12144978280,540F040A,NULL,Order,Self-delivery,NULL,34.98,1.79,0.00,0.00,0.00,-1.78,0.00,-6.24,0.00,0.00,0.00,28.75,2025-01-07,452382046,0.00,0.00,-6.24,0.00,0.00,0.00
2025-01-03 22:26:08.835736000,787703,Pizza Palace (Reisterstown),12145670773,CB8FF98E,NULL,Fee,Self-delivery,Ad fee for order_id: CB8FF98E,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.27,0.00,0.00,0.00,-5.27,2025-01-07,452382046,0.00,0.00,-5.27,0.00,0.00,0.00
2025-01-03 23:02:27.392974000,787703,Pizza Palace (Reisterstown),12146030791,09B0002E,NULL,Order,Self-delivery,NULL,16.99,1.02,2.99,0.00,4.00,-2.55,0.00,0.00,0.00,0.00,0.00,22.45,2025-01-07,452382046,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-03 23:31:40.230120000,787703,Pizza Palace (Reisterstown),12146278245,CB8FF98E,NULL,Order,Self-delivery,NULL,18.63,0.96,0.00,0.00,2.50,-1.90,0.00,-3.78,0.00,0.00,0.00,16.41,2025-01-07,452382046,0.00,0.00,-3.78,0.00,0.00,0.00
2025-01-04 13:20:58.544120000,787703,Pizza Palace (Reisterstown),12149217610,3D784BE4,NULL,Fee,Self-delivery,Ad fee for order_id: 3D784BE4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.80,0.00,0.00,0.00,-7.80,2025-01-08,452431330,0.00,0.00,-7.80,0.00,0.00,0.00
2025-01-04 13:54:35.442912000,787703,Pizza Palace (Reisterstown),12149495496,D61CCD34,NULL,Order,Self-delivery,NULL,18.19,0.93,0.00,0.00,6.00,-1.86,0.00,-3.72,0.00,0.00,0.00,19.54,2025-01-08,452431330,0.00,0.00,-3.72,0.00,0.00,0.00
2025-01-04 14:26:19.726873000,787703,Pizza Palace (Reisterstown),12149769938,3D784BE4,NULL,Order,Self-delivery,NULL,40.96,2.10,0.00,0.00,5.00,-4.20,0.00,-6.99,0.00,0.00,0.00,36.87,2025-01-08,452431330,0.00,0.00,-6.99,0.00,0.00,0.00
2025-01-04 14:30:58.032396000,787703,Pizza Palace (Reisterstown),12149816367,20E4C6B4,NULL,Fee,Self-delivery,Ad fee for order_id: 20E4C6B4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.88,0.00,0.00,0.00,-6.88,2025-01-08,452431330,0.00,0.00,-6.88,0.00,0.00,0.00
2025-01-04 15:43:10.888478000,787703,Pizza Palace (Reisterstown),12150466078,20E4C6B4,NULL,Order,Self-delivery,NULL,53.71,2.87,2.99,0.00,6.00,-7.16,0.00,-6.99,0.00,0.00,0.00,51.42,2025-01-08,452431330,0.00,0.00,-6.99,0.00,0.00,0.00
2025-01-04 18:07:58.290290000,787703,Pizza Palace (Reisterstown),12151984721,A1C77372,NULL,Order,Self-delivery,NULL,19.74,1.01,2.99,0.00,5.50,-2.52,0.00,-3.95,0.00,0.00,0.00,22.77,2025-01-08,452431330,0.00,0.00,-3.95,0.00,0.00,0.00
2025-01-04 18:26:59.067664000,787703,Pizza Palace (Reisterstown),12152221566,FEA9BFCA,NULL,Order,Self-delivery,NULL,9.99,0.60,2.99,0.00,5.00,-1.50,0.00,0.00,0.00,0.00,0.00,17.08,2025-01-08,452431330,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-04 18:29:49.997208000,787703,Pizza Palace (Reisterstown),12152257189,543071AC,NULL,Order,Self-delivery,NULL,28.98,1.56,0.00,0.00,0.00,-3.12,0.00,-3.99,0.00,0.00,0.00,23.43,2025-01-08,452431330,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-04 19:12:19.486724000,787703,Pizza Palace (Reisterstown),12152845249,F7633629,NULL,Order,Self-delivery,NULL,21.49,1.11,0.00,0.00,1.00,-2.22,0.00,-3.99,0.00,0.00,0.00,17.39,2025-01-08,452431330,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-04 19:54:38.307665000,787703,Pizza Palace (Reisterstown),12153436763,92CAA82A,NULL,Order,Self-delivery,NULL,38.17,1.95,0.00,0.00,2.00,-3.89,0.00,-6.72,0.00,0.00,0.00,31.51,2025-01-08,452431330,0.00,0.00,-6.72,0.00,0.00,0.00
2025-01-04 21:12:21.388290000,787703,Pizza Palace (Reisterstown),12154509084,75AE8354,NULL,Order,Self-delivery,NULL,49.71,2.99,0.00,0.00,0.00,0.00,0.00,-1.83,0.00,0.00,0.00,50.87,2025-01-08,452431330,-1.83,0.00,0.00,0.00,0.00,0.00
2025-01-04 22:33:08.516790000,787703,Pizza Palace (Reisterstown),12155413570,8BDADB4E,NULL,Error Charge,Self-delivery,1 6 WHOLE WINGS  food quality,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,-5.00,2025-01-08,452431330,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-05 06:26:13.902665000,787703,Pizza Palace (Reisterstown),12157244346,NULL,NULL,Fee,NULL,Tablet fee,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,0.00,0.00,-3.00,2025-01-09,452981812,-3.00,0.00,0.00,0.00,0.00,0.00
2025-01-05 14:43:45.114018000,787703,Pizza Palace (Reisterstown),12159496433,6755052D,NULL,Order,Self-delivery,NULL,16.64,0.85,0.00,0.00,1.00,-1.70,0.00,-3.49,0.00,0.00,0.00,13.30,2025-01-09,452981812,0.00,0.00,-3.49,0.00,0.00,0.00
2025-01-05 17:25:00.196268000,787703,Pizza Palace (Reisterstown),12160962383,D3EA5F8E,NULL,Fee,Self-delivery,Ad fee for order_id: D3EA5F8E,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.04,0.00,0.00,0.00,-5.04,2025-01-09,452981812,0.00,0.00,-5.04,0.00,0.00,0.00
2025-01-05 17:27:39.035877000,787703,Pizza Palace (Reisterstown),12160988565,2A17858B,NULL,Fee,Self-delivery,Ad fee for order_id: 2A17858B,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.78,0.00,0.00,0.00,-4.78,2025-01-09,452981812,0.00,0.00,-4.78,0.00,0.00,0.00
2025-01-05 18:23:07.277411000,787703,Pizza Palace (Reisterstown),12161599574,D3EA5F8E,NULL,Order,Self-delivery,NULL,52.96,2.82,0.00,0.00,5.50,-5.64,0.00,-6.99,0.00,0.00,0.00,48.65,2025-01-09,452981812,0.00,0.00,-6.99,0.00,0.00,0.00
2025-01-05 18:27:33.119286000,787703,Pizza Palace (Reisterstown),12161648567,2A17858B,NULL,Order,Self-delivery,NULL,30.98,1.58,0.00,0.00,4.50,-3.16,0.00,-5.64,0.00,0.00,0.00,28.26,2025-01-09,452981812,0.00,0.00,-5.64,0.00,0.00,0.00
2025-01-05 19:03:38.073348000,787703,Pizza Palace (Reisterstown),12162077597,3EA43407,NULL,Fee,Self-delivery,Ad fee for order_id: 3EA43407,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.95,0.00,0.00,0.00,-5.95,2025-01-09,452981812,0.00,0.00,-5.95,0.00,0.00,0.00
2025-01-05 20:15:58.838841000,787703,Pizza Palace (Reisterstown),12162933283,F4594909,NULL,Fee,Self-delivery,Ad fee for order_id: F4594909,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.17,0.00,0.00,0.00,-3.17,2025-01-09,452981812,0.00,0.00,-3.17,0.00,0.00,0.00
2025-01-05 20:21:26.975878000,787703,Pizza Palace (Reisterstown),12162995078,3EA43407,NULL,Order,Self-delivery,NULL,20.19,1.04,0.00,0.00,2.00,-2.06,0.00,-3.99,0.00,0.00,0.00,17.18,2025-01-09,452981812,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-05 21:34:02.457408000,787703,Pizza Palace (Reisterstown),12163785832,F4594909,NULL,Order,Self-delivery,NULL,15.99,0.82,0.00,0.00,0.00,-1.63,0.00,-3.39,0.00,0.00,0.00,11.79,2025-01-09,452981812,0.00,0.00,-3.39,0.00,0.00,0.00
2025-01-06 19:55:47.867158000,787703,Pizza Palace (Reisterstown),12170455442,FE141F39,NULL,Fee,Self-delivery,Ad fee for order_id: FE141F39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.83,0.00,0.00,0.00,-3.83,2025-01-10,453009065,0.00,0.00,-3.83,0.00,0.00,0.00
2025-01-06 20:05:39.924515000,787703,Pizza Palace (Reisterstown),12170565989,4EE77F85,NULL,Order,Self-delivery,NULL,26.28,1.40,0.00,0.00,6.00,-2.79,0.00,-3.99,0.00,0.00,0.00,26.90,2025-01-10,453009065,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-06 20:48:47.608293000,787703,Pizza Palace (Reisterstown),12171009550,D63921F7,NULL,Fee,Self-delivery,Ad fee for order_id: D63921F7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.79,0.00,0.00,0.00,-4.79,2025-01-10,453009065,0.00,0.00,-4.79,0.00,0.00,0.00
2025-01-06 20:49:17.704268000,787703,Pizza Palace (Reisterstown),12171014461,DE873013,NULL,Fee,Self-delivery,Ad fee for order_id: DE873013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.56,0.00,0.00,0.00,-7.56,2025-01-10,453009065,0.00,0.00,-7.56,0.00,0.00,0.00
2025-01-06 21:02:11.286704000,787703,Pizza Palace (Reisterstown),12171142985,EC4C4BF3,NULL,Fee,Self-delivery,Ad fee for order_id: EC4C4BF3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.57,0.00,0.00,0.00,-5.57,2025-01-10,453009065,0.00,0.00,-5.57,0.00,0.00,0.00
2025-01-06 21:06:38.221705000,787703,Pizza Palace (Reisterstown),12171185830,0ADBA762,NULL,Fee,Self-delivery,Ad fee for order_id: 0ADBA762,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.89,0.00,0.00,0.00,-3.89,2025-01-10,453009065,0.00,0.00,-3.89,0.00,0.00,0.00
2025-01-06 21:40:28.281615000,787703,Pizza Palace (Reisterstown),12171494034,FE141F39,NULL,Order,Self-delivery,NULL,40.47,2.07,0.00,0.00,0.00,-2.07,0.00,-6.99,0.00,0.00,0.00,33.48,2025-01-10,453009065,0.00,0.00,-6.99,0.00,0.00,0.00
2025-01-06 21:40:38.764243000,787703,Pizza Palace (Reisterstown),12171495705,3C32154F,NULL,Fee,Self-delivery,Ad fee for order_id: 3C32154F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.87,0.00,0.00,0.00,-5.87,2025-01-10,453009065,0.00,0.00,-5.87,0.00,0.00,0.00
2025-01-06 22:00:18.322569000,787703,Pizza Palace (Reisterstown),12171656535,21639E10,NULL,Order,Self-delivery,NULL,28.28,1.52,2.99,0.00,0.00,-3.79,0.00,-3.99,0.00,0.00,0.00,25.01,2025-01-10,453009065,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-06 22:02:29.193123000,787703,Pizza Palace (Reisterstown),12171675653,339232B8,NULL,Fee,Self-delivery,Ad fee for order_id: 339232B8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,0.00,0.00,-3.00,2025-01-10,453009065,0.00,0.00,-3.00,0.00,0.00,0.00
2025-01-06 22:02:32.063880000,787703,Pizza Palace (Reisterstown),12171676024,DE873013,NULL,Order,Self-delivery,NULL,19.74,1.19,2.99,0.00,3.00,-2.96,0.00,0.00,0.00,0.00,0.00,23.96,2025-01-10,453009065,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-06 22:09:23.431919000,787703,Pizza Palace (Reisterstown),12171728809,D63921F7,NULL,Order,Self-delivery,NULL,24.33,1.28,0.00,0.00,5.25,-2.56,0.00,-3.99,0.00,0.00,0.00,24.31,2025-01-10,453009065,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-06 22:11:06.966013000,787703,Pizza Palace (Reisterstown),12171742794,D63921F7,NULL,Error Charge,Self-delivery,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.69,0.00,-22.69,2025-01-10,453009065,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-06 22:11:47.310627000,787703,Pizza Palace (Reisterstown),12171747584,3C32154F,NULL,Order,Self-delivery,NULL,16.99,0.87,0.00,0.00,1.00,-1.73,0.00,-3.54,0.00,0.00,0.00,13.59,2025-01-10,453009065,0.00,0.00,-3.54,0.00,0.00,0.00
2025-01-06 22:11:48.062874000,787703,Pizza Palace (Reisterstown),12171747667,3C32154F,NULL,Fee,Self-delivery,Ad fee for order_id: 3C32154F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.87,0.00,0.00,0.00,5.87,2025-01-10,453009065,0.00,0.00,5.87,0.00,0.00,0.00
2025-01-06 22:24:37.851355000,787703,Pizza Palace (Reisterstown),12171837822,DE873013,NULL,Error Charge,Self-delivery,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.97,0.00,-17.97,2025-01-10,453009065,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-06 22:29:07.055590000,787703,Pizza Palace (Reisterstown),12171868093,EC4C4BF3,NULL,Order,Self-delivery,NULL,13.99,0.84,0.00,0.00,1.00,-1.68,0.00,0.00,0.00,0.00,0.00,14.15,2025-01-10,453009065,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-06 22:30:53.535048000,787703,Pizza Palace (Reisterstown),12171886331,EC4C4BF3,NULL,Error Charge,Self-delivery,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.15,0.00,-13.15,2025-01-10,453009065,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-06 22:31:14.988012000,787703,Pizza Palace (Reisterstown),12171889077,0ADBA762,NULL,Order,Self-delivery,NULL,24.73,1.31,0.00,0.00,7.00,-2.61,0.00,-3.99,0.00,0.00,0.00,26.44,2025-01-10,453009065,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-06 22:39:57.443392000,787703,Pizza Palace (Reisterstown),12171971489,339232B8,NULL,Order,Self-delivery,NULL,18.98,0.97,0.00,0.00,5.00,-1.94,0.00,-3.84,0.00,0.00,0.00,19.17,2025-01-10,453009065,0.00,0.00,-3.84,0.00,0.00,0.00
2025-01-06 22:39:58.245556000,787703,Pizza Palace (Reisterstown),12171971620,339232B8,NULL,Fee,Self-delivery,Ad fee for order_id: 339232B8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,2025-01-10,453009065,0.00,0.00,3.00,0.00,0.00,0.00
2025-01-06 22:40:04.390829000,787703,Pizza Palace (Reisterstown),12171972737,0ADBA762,NULL,Error Charge,Self-delivery,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.07,0.00,-23.07,2025-01-10,453009065,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-07 11:44:11.072196000,787703,Pizza Palace (Reisterstown),12174002701,7171B432,NULL,Fee,Self-delivery,Ad fee for order_id: 7171B432,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,0.00,0.00,-3.00,2025-01-13,453826164,0.00,0.00,-3.00,0.00,0.00,0.00
2025-01-07 12:05:31.069303000,787703,Pizza Palace (Reisterstown),12174142103,7171B432,NULL,Order,Self-delivery,NULL,19.99,1.02,0.00,0.00,5.00,-2.04,0.00,-3.99,0.00,0.00,0.00,19.98,2025-01-13,453826164,0.00,0.00,-3.99,0.00,0.00,0.00
2025-01-07 13:19:44.475107000,787703,Pizza Palace (Reisterstown),12174726467,719CCB00,NULL,Order,Self-delivery,NULL,16.99,1.02,0.00,0.00,0.00,-1.02,0.00,0.00,0.00,0.00,0.00,16.99,2025-01-13,453826164,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-07 19:20:21.507838000,787703,Pizza Palace (Reisterstown),12177877865,DECA5C0F,NULL,Fee,Self-delivery,Ad fee for order_id: DECA5C0F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,0.00,0.00,-3.00,2025-01-13,453826164,0.00,0.00,-3.00,0.00,0.00,0.00
2025-01-07 20:27:32.494522000,787703,Pizza Palace (Reisterstown),12178662216,DECA5C0F,NULL,Order,Self-delivery,NULL,48.46,2.91,0.00,0.00,3.00,-5.82,0.00,0.00,0.00,0.00,0.00,48.55,2025-01-13,453826164,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-08 18:12:25.844985000,787703,Pizza Palace (Reisterstown),12185414513,D89532FD,NULL,Order,Self-delivery,NULL,13.99,0.84,0.00,0.00,1.00,-1.68,0.00,0.00,0.00,0.00,0.00,14.15,2025-01-13,453826164,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-08 18:54:16.353619000,787703,Pizza Palace (Reisterstown),12185896236,956DDEEC,NULL,Fee,Self-delivery,Ad fee for order_id: 956DDEEC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.15,0.00,0.00,0.00,-4.15,2025-01-13,453826164,0.00,0.00,-4.15,0.00,0.00,0.00
2025-01-08 19:18:56.629921000,787703,Pizza Palace (Reisterstown),12186205007,956DDEEC,NULL,Order,Self-delivery,NULL,9.99,0.60,2.99,0.00,5.00,-1.50,0.00,0.00,0.00,0.00,0.00,17.08,2025-01-13,453826164,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-09 15:23:27.531024000,787703,Pizza Palace (Reisterstown),12192746048,38EE3DDE,NULL,Order,Self-delivery,NULL,13.99,0.84,0.00,0.00,1.00,-1.68,0.00,0.00,0.00,0.00,0.00,14.15,2025-01-13,453826164,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-09 16:07:43.563074000,787703,Pizza Palace (Reisterstown),12193120440,42A24C44,NULL,Order,Self-delivery,NULL,30.48,1.83,0.00,0.00,2.00,-3.66,0.00,0.00,0.00,0.00,0.00,30.65,2025-01-13,453826164,0.00,0.00,0.00,0.00,0.00,0.00
2025-01-09 22:48:14.162599000,787703,Pizza Palace (Reisterstown),12197517440,74D41911,NULL,Order,Self-delivery,NULL,15.89,0.82,0.00,0.00,1.00,-1.62,0.00,-3.37,0.00,0.00,0.00,12.72,2025-01-13,453826164,0.00,0.00,-3.37,0.00,0.00,0.00
